100012,0000000000
100015,0000000040
100017,0000000080
100019,0000000120
100026,0000000160
100035,0000000200
100046,0000000240
100056,0000000280
100057,0000000320
100059,0000000360
100071,0000000400
100078,0000000440
100089,0000000480
100091,0000000520
100094,0000000560
100099,0000000600
100105,0000000640
100109,0000000680
100119,0000000720
100123,0000000760
100126,0000000800
100138,0000000840
100145,0000000880
100146,0000000920
100158,0000000960
100167,0000001000
100179,0000001040
100188,0000001080
100200,0000001120
100210,0000001160
100219,0000001200
100223,0000001240
100229,0000001280
100234,0000001320
100238,0000001360
100250,0000001400
100260,0000001440
100265,0000001480
100277,0000001520
100282,0000001560
100294,0000001600
100306,0000001640
100310,0000001680
100314,0000001720
100320,0000001760
100328,0000001800
100330,0000001840
100338,0000001880
100347,0000001920
100357,0000001960
100358,0000002000
100360,0000002040
100361,0000002080
100372,0000002120
100378,0000002160
100379,0000002200
100380,0000002240
100383,0000002280
100393,0000002320
100404,0000002360
100407,0000002400
100408,0000002440
100416,0000002480
100424,0000002520
100435,0000002560
100440,0000002600
100452,0000002640
100456,0000002680
100458,0000002720
100459,0000002760
100463,0000002800
100469,0000002840
100477,0000002880
100483,0000002920
100484,0000002960
100496,0000003000
100498,0000003040
100506,0000003080
100513,0000003120
100519,0000003160
100523,0000003200
100529,0000003240
100533,0000003280
100542,0000003320
100554,0000003360
100557,0000003400
100559,0000003440
100568,0000003480
100569,0000003520
100572,0000003560
100576,0000003600
100583,0000003640
100593,0000003680
100602,0000003720
100607,0000003760
100609,0000003800
100615,0000003840
100616,0000003880
100622,0000003920
100627,0000003960
100635,0000004000
100641,0000004040
100645,0000004080
100650,0000004120
100653,0000004160
100657,0000004200
100666,0000004240
100671,0000004280
100681,0000004320
100683,0000004360
100695,0000004400
100696,0000004440
100706,0000004480
100718,0000004520
100725,0000004560
100731,0000004600
100732,0000004640
100743,0000004680
100755,0000004720
100764,0000004760
100772,0000004800
100783,0000004840
100791,0000004880
100801,0000004920
100813,0000004960
100820,0000005000
100831,0000005040
100835,0000005080
100846,0000005120
100854,0000005160
100862,0000005200
100866,0000005240
100874,0000005280
100883,0000005320
100893,0000005360
100902,0000005400
100912,0000005440
100916,0000005480
100920,0000005520
100932,0000005560
100933,0000005600
100936,0000005640
100939,0000005680
100946,0000005720
100947,0000005760
100957,0000005800
100969,0000005840
100974,0000005880
100986,0000005920
100997,0000005960
101003,0000006000
101005,0000006040
101012,0000006080
101023,0000006120
101026,0000006160
101033,0000006200
101037,0000006240
101048,0000006280
101055,0000006320
101059,0000006360
101064,0000006400
101074,0000006440
101080,0000006480
101081,0000006520
101083,0000006560
101084,0000006600
101096,0000006640
101101,0000006680
101103,0000006720
101112,0000006760
101117,0000006800
101122,0000006840
101133,0000006880
101141,0000006920
101142,0000006960
101154,0000007000
101159,0000007040
101169,0000007080
101176,0000007120
101185,0000007160
101190,0000007200
101196,0000007240
101207,0000007280
101218,0000007320
101226,0000007360
101234,0000007400
101245,0000007440
101248,0000007480
101257,0000007520
101258,0000007560
101264,0000007600
101274,0000007640
101284,0000007680
101291,0000007720
101302,0000007760
101308,0000007800
101310,0000007840
101311,0000007880
101316,0000007920
101328,0000007960
101338,0000008000
101340,0000008040
101351,0000008080
101353,0000008120
101360,0000008160
101364,0000008200
101373,0000008240
101384,0000008280
101394,0000008320
101405,0000008360
101412,0000008400
101416,0000008440
101428,0000008480
101434,0000008520
101446,0000008560
101458,0000008600
101469,0000008640
101481,0000008680
101482,0000008720
101493,0000008760
101495,0000008800
101501,0000008840
101509,0000008880
101521,0000008920
101523,0000008960
101524,0000009000
101530,0000009040
101533,0000009080
101537,0000009120
101538,0000009160
101546,0000009200
101554,0000009240
101555,0000009280
101562,0000009320
101569,0000009360
101576,0000009400
101586,0000009440
101596,0000009480
101608,0000009520
101611,0000009560
101620,0000009600
101627,0000009640
101638,0000009680
101639,0000009720
101650,0000009760
101658,0000009800
101662,0000009840
101667,0000009880
101677,0000009920
101687,0000009960
101699,0000010000
101704,0000010040
101712,0000010080
101717,0000010120
101724,0000010160
101732,0000010200
101740,0000010240
101744,0000010280
101754,0000010320
101759,0000010360
101767,0000010400
101777,0000010440
101783,0000010480
101790,0000010520
101792,0000010560
101797,0000010600
101808,0000010640
101819,0000010680
101820,0000010720
101823,0000010760
101827,0000010800
101833,0000010840
101841,0000010880
101843,0000010920
101850,0000010960
101856,0000011000
101858,0000011040
101863,0000011080
101867,0000011120
101874,0000011160
101880,0000011200
101886,0000011240
101890,0000011280
101896,0000011320
101905,0000011360
101916,0000011400
101926,0000011440
101932,0000011480
101935,0000011520
101937,0000011560
101943,0000011600
101955,0000011640
101962,0000011680
101965,0000011720
101971,0000011760
101973,0000011800
101985,0000011840
101991,0000011880
101998,0000011920
102002,0000011960
102004,0000012000
102012,0000012040
102015,0000012080
102016,0000012120
102025,0000012160
102031,0000012200
102035,0000012240
102040,0000012280
102044,0000012320
102046,0000012360
102053,0000012400
102061,0000012440
102071,0000012480
102078,0000012520
102083,0000012560
102094,0000012600
102102,0000012640
102108,0000012680
102116,0000012720
102123,0000012760
102132,0000012800
102144,0000012840
102150,0000012880
102158,0000012920
102167,0000012960
102179,0000013000
102189,0000013040
102194,0000013080
102197,0000013120
102201,0000013160
102208,0000013200
102209,0000013240
102210,0000013280
102222,0000013320
102225,0000013360
102237,0000013400
102245,0000013440
102250,0000013480
102256,0000013520
102261,0000013560
102270,0000013600
102271,0000013640
102272,0000013680
102277,0000013720
102278,0000013760
102284,0000013800
102293,0000013840
102294,0000013880
102300,0000013920
102312,0000013960
102324,0000014000
102334,0000014040
102339,0000014080
102351,0000014120
102363,0000014160
102367,0000014200
102372,0000014240
102377,0000014280
102389,0000014320
102397,0000014360
102407,0000014400
102409,0000014440
102411,0000014480
102420,0000014520
102425,0000014560
102434,0000014600
102439,0000014640
102440,0000014680
102451,0000014720
102457,0000014760
102461,0000014800
102464,0000014840
102474,0000014880
102477,0000014920
102479,0000014960
102482,0000015000
102486,0000015040
102492,0000015080
102503,0000015120
102507,0000015160
102514,0000015200
102517,0000015240
102529,0000015280
102531,0000015320
102539,0000015360
102544,0000015400
102545,0000015440
102546,0000015480
102549,0000015520
102556,0000015560
102559,0000015600
102564,0000015640
102572,0000015680
102575,0000015720
102582,0000015760
102588,0000015800
102598,0000015840
102604,0000015880
102609,0000015920
102618,0000015960
102626,0000016000
102638,0000016040
102644,0000016080
102648,0000016120
102660,0000016160
102666,0000016200
102667,0000016240
102673,0000016280
102678,0000016320
102685,0000016360
102695,0000016400
102706,0000016440
102709,0000016480
102715,0000016520
102725,0000016560
102727,0000016600
102737,0000016640
102749,0000016680
102755,0000016720
102759,0000016760
102765,0000016800
102776,0000016840
102782,0000016880
102784,0000016920
102793,0000016960
102798,0000017000
102804,0000017040
102807,0000017080
102818,0000017120
102825,0000017160
102830,0000017200
102832,0000017240
102838,0000017280
102849,0000017320
102860,0000017360
102870,0000017400
102880,0000017440
102885,0000017480
102888,0000017520
102892,0000017560
102896,0000017600
102902,0000017640
102909,0000017680
102916,0000017720
102921,0000017760
102927,0000017800
102933,0000017840
102937,0000017880
102938,0000017920
102942,0000017960
102950,0000018000
102961,0000018040
102970,0000018080
102978,0000018120
102990,0000018160
102995,0000018200
103007,0000018240
103018,0000018280
103024,0000018320
103027,0000018360
103036,0000018400
103041,0000018440
103052,0000018480
103061,0000018520
103071,0000018560
103077,0000018600
103086,0000018640
103094,0000018680
103104,0000018720
103108,0000018760
103109,0000018800
103115,0000018840
103124,0000018880
103126,0000018920
103132,0000018960
103138,0000019000
103147,0000019040
103158,0000019080
103161,0000019120
103167,0000019160
103172,0000019200
103184,0000019240
103191,0000019280
103192,0000019320
103200,0000019360
103205,0000019400
103209,0000019440
103216,0000019480
103223,0000019520
103234,0000019560
103235,0000019600
103237,0000019640
103244,0000019680
103246,0000019720
103253,0000019760
103258,0000019800
103267,0000019840
103277,0000019880
103278,0000019920
103288,0000019960
103298,0000020000
103306,0000020040
103313,0000020080
103318,0000020120
103322,0000020160
103331,0000020200
103342,0000020240
103343,0000020280
103348,0000020320
103356,0000020360
103362,0000020400
103367,0000020440
103370,0000020480
103377,0000020520
103388,0000020560
103396,0000020600
103401,0000020640
103408,0000020680
103415,0000020720
103418,0000020760
103426,0000020800
103431,0000020840
103436,0000020880
103440,0000020920
103451,0000020960
103463,0000021000
103467,0000021040
103477,0000021080
103488,0000021120
103496,0000021160
103497,0000021200
103504,0000021240
103512,0000021280
103513,0000021320
103524,0000021360
103526,0000021400
103535,0000021440
103537,0000021480
103540,0000021520
103551,0000021560
103557,0000021600
103561,0000021640
103566,0000021680
103572,0000021720
103573,0000021760
103584,0000021800
103587,0000021840
103598,0000021880
103600,0000021920
103611,0000021960
103616,0000022000
103627,0000022040
103631,0000022080
103637,0000022120
103648,0000022160
103657,0000022200
103664,0000022240
103669,0000022280
103681,0000022320
103687,0000022360
103699,0000022400
103703,0000022440
103715,0000022480
103720,0000022520
103732,0000022560
103733,0000022600
103734,0000022640
103744,0000022680
103752,0000022720
103754,0000022760
103759,0000022800
103768,0000022840
103773,0000022880
103783,0000022920
103794,0000022960
103803,0000023000
103810,0000023040
103816,0000023080
103828,0000023120
103834,0000023160
103841,0000023200
103844,0000023240
103855,0000023280
103856,0000023320
103863,0000023360
103873,0000023400
103878,0000023440
103882,0000023480
103893,0000023520
103896,0000023560
103904,0000023600
103915,0000023640
103921,0000023680
103926,0000023720
103932,0000023760
103943,0000023800
103944,0000023840
103948,0000023880
103951,0000023920
103952,0000023960
103964,0000024000
103969,0000024040
103980,0000024080
103983,0000024120
103993,0000024160
104003,0000024200
104007,0000024240
104014,0000024280
104023,0000024320
104033,0000024360
104043,0000024400
104054,0000024440
104059,0000024480
104061,0000024520
104073,0000024560
104080,0000024600
104085,0000024640
104096,0000024680
104100,0000024720
104110,0000024760
104113,0000024800
104121,0000024840
104133,0000024880
104141,0000024920
104151,0000024960
104155,0000025000
104165,0000025040
104177,0000025080
104185,0000025120
104192,0000025160
104201,0000025200
104208,0000025240
104220,0000025280
104228,0000025320
104239,0000025360
104247,0000025400
104258,0000025440
104266,0000025480
104272,0000025520
104281,0000025560
104291,0000025600
104301,0000025640
104308,0000025680
104310,0000025720
104319,0000025760
104328,0000025800
104330,0000025840
104333,0000025880
104343,0000025920
104353,0000025960
104358,0000026000
104365,0000026040
104371,0000026080
104374,0000026120
104383,0000026160
104386,0000026200
104387,0000026240
104399,0000026280
104410,0000026320
104415,0000026360
104427,0000026400
104435,0000026440
104437,0000026480
104449,0000026520
104456,0000026560
104468,0000026600
104479,0000026640
104483,0000026680
104486,0000026720
104495,0000026760
104502,0000026800
104506,0000026840
104513,0000026880
104524,0000026920
104536,0000026960
104545,0000027000
104554,0000027040
104561,0000027080
104572,0000027120
104583,0000027160
104586,0000027200
104592,0000027240
104594,0000027280
104596,0000027320
104608,0000027360
104617,0000027400
104629,0000027440
104634,0000027480
104639,0000027520
104650,0000027560
104653,0000027600
104656,0000027640
104657,0000027680
104661,0000027720
104672,0000027760
104678,0000027800
104685,0000027840
104692,0000027880
104695,0000027920
104696,0000027960
104701,0000028000
104706,0000028040
104718,0000028080
104730,0000028120
104738,0000028160
104742,0000028200
104744,0000028240
104756,0000028280
104760,0000028320
104770,0000028360
104782,0000028400
104793,0000028440
104804,0000028480
104813,0000028520
104816,0000028560
104825,0000028600
104828,0000028640
104839,0000028680
104841,0000028720
104846,0000028760
104851,0000028800
104852,0000028840
104853,0000028880
104861,0000028920
104862,0000028960
104866,0000029000
104870,0000029040
104876,0000029080
104885,0000029120
104896,0000029160
104898,0000029200
104900,0000029240
104908,0000029280
104913,0000029320
104915,0000029360
104927,0000029400
104930,0000029440
104940,0000029480
104944,0000029520
104954,0000029560
104962,0000029600
104970,0000029640
104978,0000029680
104983,0000029720
104991,0000029760
104997,0000029800
